Income,Debt,Payment_History,Late_Payments,Credit_Utilization,Credit_Inquiries,Credit_History_Years,Creditworthy
50921,48729,43,9,0.67,8,6,0
122124,6301,76,0,0.17,2,11,1
64327,16576,88,1,0.22,2,24,1
54622,17597,21,5,0.52,8,0,0
21740,45121,18,4,0.86,4,7,0
100042,7078,98,0,0.35,1,13,1
130018,8742,75,0,0.23,0,19,1
148971,4370,94,0,0.17,2,11,1
63026,10321,70,1,0.39,1,16,1
61534,8629,92,1,0.11,0,20,1
57896,1204,75,1,0.15,2,24,1
56570,4249,92,1,0.26,2,17,1
72486,14509,88,0,0.27,2,13,1
108701,13031,94,1,0.11,2,22,1
33769,40207,24,8,0.72,9,4,0
69404,19241,74,0,0.18,1,15,1
64654,32920,57,7,0.84,7,7,0
62964,23507,58,7,0.88,5,3,0
136795,2319,91,1,0.39,2,17,1
63029,14107,70,0,0.15,1,8,1
94327,4368,91,0,0.24,1,9,1
79320,5340,82,0,0.34,1,12,1
35522,23498,18,9,0.84,7,0,0
125897,17369,84,1,0.11,0,12,1
98244,19913,77,0,0.11,0,19,1
65215,43173,51,3,0.7,9,5,0
92292,5753,80,0,0.26,0,6,1
65649,5945,93,1,0.32,0,16,1
147175,10719,73,0,0.27,0,17,1
63543,13817,84,0,0.22,2,23,1
141419,17223,82,1,0.27,1,12,1
49348,23080,46,7,0.88,6,5,0
63269,1406,94,1,0.11,0,24,1
61907,6609,87,1,0.22,2,10,1
52017,8957,76,0,0.11,1,7,1
40284,30700,9,9,0.91,7,6,0
37715,15337,48,5,0.72,5,7,0
121854,13180,80,0,0.15,2,21,1
114044,10789,94,0,0.36,1,15,1
114027,9964,99,1,0.33,1,10,1
53650,13349,82,0,0.18,1,12,1
73524,8065,90,0,0.2,0,6,1
59551,43371,46,9,0.62,8,8,0
87846,13168,72,0,0.14,1,18,1
58179,17013,73,1,0.17,0,7,1
138503,8835,74,0,0.14,0,5,1
131412,19180,91,0,0.16,0,7,1
61772,17268,73,1,0.22,0,14,1
133569,4435,71,1,0.13,1,22,1
66060,48690,1,3,0.8,4,3,0
135844,7200,99,0,0.25,2,22,1
46924,47577,31,7,0.72,7,5,0
72700,2852,84,0,0.11,0,15,1
61283,7998,76,0,0.2,1,10,1
121206,7567,82,1,0.39,0,16,1
115242,14004,88,0,0.22,2,7,1
58575,18192,12,7,0.67,6,2,0
67733,4896,74,0,0.18,2,13,1
128768,4135,79,1,0.19,1,15,1
26336,24630,40,8,0.58,5,8,0
120726,5575,85,0,0.2,2,15,1
66478,3674,88,1,0.26,2,9,1
53407,1639,82,0,0.24,0,15,1
42075,31479,28,3,0.89,6,5,0
22015,25236,48,5,0.9,8,0,0
82766,15407,76,0,0.21,1,12,1
65088,12834,92,0,0.33,2,6,1
139462,13298,97,1,0.34,0,10,1
148256,3233,83,0,0.22,2,11,1
136338,11833,90,0,0.22,2,10,1
39346,23744,52,7,0.52,4,8,0
74502,3989,93,1,0.19,2,20,1
76762,14283,88,0,0.4,1,12,1
74532,19601,97,1,0.35,2,9,1
104225,10318,78,1,0.12,2,11,1
98542,15345,87,1,0.22,0,21,1
89560,14918,76,1,0.39,1,7,1
130905,2589,89,1,0.3,1,22,1
141683,7121,86,1,0.18,0,21,1
44855,39281,46,4,0.91,5,2,0
23679,44489,52,3,0.71,8,2,0
44754,46153,40,4,0.58,7,1,0
73610,12110,95,0,0.37,1,23,1
68443,17524,99,0,0.34,0,21,1
121774,7090,91,1,0.29,0,7,1
147057,6698,95,1,0.24,1,13,1
55814,31924,21,7,0.61,4,7,0
145167,15744,97,1,0.15,1,20,1
143715,18965,72,0,0.2,0,19,1
66907,19777,83,1,0.14,1,17,1
72010,3890,95,0,0.31,2,15,1
22837,23599,39,7,0.73,9,1,0
142789,1086,86,1,0.36,2,13,1
77044,2724,70,1,0.28,1,23,1
54703,7563,95,0,0.22,1,19,1
129698,17386,91,1,0.21,2,8,1
92065,2990,98,0,0.25,0,10,1
128533,11635,85,0,0.3,1,11,1
69627,19565,79,0,0.23,0,20,1
123744,19589,98,1,0.37,2,13,1
60095,5240,88,0,0.28,1,15,1
43284,18464,19,6,0.62,6,2,0
76327,3941,71,1,0.14,1,14,1
125242,18615,83,1,0.19,0,22,1
51657,19925,81,1,0.33,1,14,1
54055,6402,89,0,0.16,0,10,1
22853,33620,16,6,0.51,9,9,0
143016,9666,96,0,0.14,2,19,1
80825,6204,91,0,0.39,0,23,1
38105,44739,13,4,0.67,8,3,0
120316,19311,98,0,0.23,2,16,1
27025,29481,3,9,0.63,5,7,0
64698,45013,51,5,0.73,5,6,0
129151,13132,72,1,0.13,0,13,1
141074,12197,88,0,0.27,1,17,1
131837,8194,97,1,0.3,0,22,1
113014,7578,81,0,0.26,1,15,1
21614,35939,48,3,0.88,9,0,0
114157,10873,71,0,0.39,1,15,1
143476,17256,73,1,0.38,0,7,1
68068,43072,41,7,0.64,8,4,0
142578,1987,76,1,0.29,0,18,1
50922,1419,98,1,0.33,0,9,1
129910,2308,91,1,0.24,2,23,1
89500,3513,92,1,0.35,2,12,1
66964,5958,99,0,0.33,0,10,1
101885,4863,87,1,0.3,2,6,1
41604,39134,45,5,0.7,5,1,0
128388,15806,89,1,0.27,0,19,1
57371,15547,82,1,0.33,2,23,1
134766,19847,91,1,0.36,0,20,1
118653,5161,96,1,0.35,1,5,1
87260,10730,95,0,0.34,0,10,1
86788,11213,95,1,0.23,1,7,1
68984,13861,96,1,0.16,1,22,1
126067,12064,86,0,0.24,0,17,1
115428,18833,95,1,0.34,1,9,1
111202,16061,86,0,0.25,1,14,1
124069,6249,92,1,0.3,0,7,1
50206,18868,88,0,0.37,0,24,1
69610,14878,91,1,0.13,2,16,1
61111,5736,80,1,0.32,1,14,1
113382,5818,94,1,0.19,0,5,1
45058,18093,22,7,0.89,9,4,0
93298,16560,98,1,0.34,2,6,1
25950,16360,7,5,0.66,7,1,0
66994,2727,88,0,0.25,2,24,1
131395,2577,86,0,0.38,2,14,1
111240,7155,85,1,0.19,0,11,1
58848,17549,86,1,0.24,1,7,1
54314,31350,43,8,0.65,5,0,0
146887,19196,87,0,0.18,0,23,1
85507,1940,90,0,0.31,0,10,1
76385,6390,81,1,0.26,1,21,1
42620,49112,3,9,0.79,4,9,0
117847,8225,83,0,0.29,0,20,1
125874,6578,80,0,0.35,0,11,1
65987,29274,4,5,0.92,6,1,0
51307,15852,86,0,0.26,2,6,1
121315,13298,99,1,0.2,1,12,1
82769,10225,87,0,0.23,1,13,1
113965,13744,98,0,0.13,2,8,1
56861,9990,96,0,0.12,0,8,1
113610,6307,75,1,0.25,1,15,1
86182,18832,96,0,0.39,1,14,1
24833,24894,6,4,0.75,6,2,0
58275,18806,87,1,0.16,0,20,1
49520,44541,44,9,0.67,5,4,0
146354,11965,96,0,0.24,0,19,1
54632,7288,82,1,0.24,1,7,1
144937,3261,99,1,0.13,0,6,1
100311,2531,79,0,0.31,2,22,1
59015,21177,37,9,0.93,6,9,0
100906,1463,75,0,0.22,0,15,1
82363,12468,84,0,0.24,0,23,1
41348,49296,32,3,0.8,5,6,0
141248,12046,77,0,0.38,2,19,1
146498,16566,85,0,0.31,2,5,1
133400,16126,86,1,0.14,1,24,1
36473,49019,14,7,0.84,9,5,0
62770,22887,30,5,0.73,5,1,0
144426,2518,75,1,0.19,1,24,1
128757,2279,99,0,0.23,2,24,1
109182,7542,94,1,0.38,2,8,1
72190,7142,84,1,0.34,2,20,1
30858,30186,9,5,0.77,5,7,0
43880,34043,30,3,0.86,5,8,0
23536,16773,6,6,0.54,7,3,0
29404,48639,38,9,0.83,5,4,0
72736,15087,78,1,0.17,0,15,1
39995,41092,49,9,0.58,9,4,0
148878,14330,86,0,0.4,0,11,1
58767,14703,71,1,0.17,1,5,1
89915,5451,85,1,0.34,0,12,1
89220,8642,73,0,0.13,1,12,1
69157,3262,99,0,0.19,2,9,1
58392,14067,71,0,0.12,2,9,1
40622,43584,42,5,0.88,7,0,0
109305,18106,81,1,0.21,2,7,1
37116,37043,40,7,0.83,4,2,0
86081,12033,86,1,0.1,0,15,1
28009,32007,30,7,0.57,9,9,0
104319,16768,73,1,0.23,1,9,1
53402,47543,55,5,0.58,5,1,0
144948,10145,92,0,0.18,0,16,1
49655,29193,20,3,0.76,7,6,0
35150,31799,20,9,0.59,5,4,0
111304,12962,92,0,0.16,2,16,1
30528,43190,49,4,0.8,7,0,0
115661,13504,87,0,0.36,2,19,1
114140,10021,91,0,0.2,2,8,1
62915,36061,42,8,0.85,8,2,0
69129,2591,77,1,0.26,0,17,1
116199,2998,96,1,0.17,0,24,1
31085,30008,22,7,0.92,4,1,0
78365,8230,78,0,0.29,0,23,1
25492,44722,7,3,0.51,4,3,0
138444,4144,73,1,0.18,1,10,1
124553,3808,88,0,0.35,1,15,1
127371,14168,71,0,0.13,0,9,1
125414,11178,77,1,0.27,0,12,1
87335,4815,92,1,0.11,2,19,1
77713,9853,89,0,0.38,1,13,1
60516,14749,80,1,0.22,0,13,1
21485,29713,11,6,0.86,4,7,0
25400,45649,10,3,0.83,9,0,0
66999,10941,87,0,0.24,1,18,1
55338,37191,4,7,0.57,9,1,0
120269,8081,88,1,0.14,2,23,1
45792,45216,16,8,0.68,5,4,0
52850,12953,80,1,0.18,0,10,1
107804,16043,92,1,0.3,0,12,1
22402,28275,22,6,0.94,8,9,0
21728,22632,11,6,0.55,8,8,0
66638,26268,11,3,0.59,9,2,0
103015,4400,81,0,0.34,0,17,1
30456,37320,59,7,0.75,9,1,0
53748,1277,95,1,0.18,1,17,1
42208,28767,11,5,0.7,6,8,0
86244,4417,83,1,0.14,0,5,1
76081,19300,70,1,0.36,1,9,1
130986,4675,98,1,0.13,0,6,1
55060,11900,77,0,0.28,2,18,1
30247,46655,31,6,0.61,6,3,0
147624,2689,83,1,0.3,0,15,1
109199,14798,90,0,0.22,1,23,1
90631,4228,77,0,0.25,0,6,1
53879,23367,18,4,0.58,6,0,0
64859,35323,38,4,0.55,9,1,0
118487,18622,83,1,0.22,2,11,1
52251,13949,74,1,0.36,0,5,1
87679,19604,79,0,0.32,0,23,1
34683,28080,41,7,0.76,4,7,0
96540,19017,78,0,0.14,0,20,1
46867,48754,46,3,0.94,8,9,0
65798,26735,33,3,0.89,8,7,0
71644,5357,89,1,0.15,0,21,1
45816,30619,55,6,0.68,6,7,0
63288,11694,73,1,0.24,0,5,1
100993,11647,82,1,0.25,0,8,1
93872,14429,75,0,0.13,0,24,1
121707,19474,78,0,0.31,0,6,1
39192,38476,8,5,0.57,7,6,0
116081,5346,92,0,0.26,2,11,1
62485,19876,43,9,0.92,6,5,0
65620,1122,85,0,0.1,2,24,1
34901,38279,45,6,0.75,9,5,0
98555,18159,84,0,0.37,1,12,1
69222,1737,94,1,0.23,2,11,1
69322,39524,17,4,0.86,6,5,0
141960,14382,95,0,0.28,2,20,1
125868,10836,86,0,0.16,2,20,1
96167,10768,86,1,0.4,2,20,1
104412,12688,95,1,0.2,2,13,1
52159,17172,82,0,0.14,0,21,1
66008,47875,36,7,0.83,9,7,0
51079,14983,84,0,0.22,0,8,1
50346,37748,16,4,0.55,7,3,0
25079,40838,4,7,0.58,6,4,0
74170,9024,76,0,0.36,0,9,1
113037,7548,91,1,0.18,1,11,1
46519,24107,4,8,0.86,6,7,0
51560,14612,88,1,0.2,1,8,1
39184,29799,7,7,0.63,6,5,0
69239,11416,90,0,0.38,2,6,1
31672,46042,46,4,0.67,4,5,0
82154,18334,70,1,0.16,1,14,1
65434,16007,95,0,0.28,0,11,1
93939,14545,97,0,0.17,2,19,1
27771,23915,10,4,0.83,8,8,0
52899,20443,25,6,0.62,9,2,0
127227,1492,80,1,0.35,2,17,1
46974,43172,27,4,0.76,9,6,0
88185,9881,73,0,0.25,2,21,1
124965,15072,93,1,0.24,2,12,1
21999,29849,23,3,0.86,9,4,0
71252,7986,84,1,0.14,2,12,1
59184,3192,70,0,0.22,1,12,1
27444,25510,13,4,0.81,5,3,0
67117,16218,12,9,0.88,8,9,0
65352,1597,92,0,0.26,0,6,1
77025,9313,86,1,0.2,0,19,1
68979,15763,53,8,0.82,9,5,0
118975,3854,95,1,0.14,0,23,1
138822,8612,98,1,0.12,1,19,1
128931,4808,81,1,0.2,0,11,1
116961,17378,93,1,0.14,1,23,1
66725,19458,94,0,0.36,1,16,1
100639,6009,91,1,0.3,2,19,1
143220,19939,72,1,0.11,1,14,1
84510,2306,79,0,0.31,1,13,1
91832,16524,74,0,0.3,1,8,1
70922,2260,75,0,0.17,2,20,1
29628,15329,27,3,0.56,6,3,0
102057,15259,95,0,0.31,1,21,1
99481,4640,92,0,0.16,1,20,1
22939,38365,16,4,0.65,9,9,0
135961,3038,82,1,0.2,2,17,1
59847,15135,97,0,0.36,2,24,1
117203,5114,75,1,0.33,0,23,1
48109,35754,13,3,0.93,8,9,0
68745,2753,74,1,0.2,2,16,1
100428,1302,93,1,0.17,2,18,1
138534,11929,82,1,0.21,1,19,1
130559,9007,87,0,0.38,1,24,1
41947,17963,49,5,0.82,5,3,0
134078,11164,82,1,0.17,1,20,1
86444,4380,77,0,0.24,1,24,1
45287,17586,24,4,0.73,8,6,0
40229,41997,45,6,0.69,8,8,0
61476,42740,32,4,0.62,5,4,0
54293,22043,1,8,0.89,8,5,0
46639,43924,59,4,0.67,8,0,0
77818,14100,79,0,0.29,1,13,1
43949,31116,44,4,0.85,7,7,0
42745,16245,32,8,0.63,9,1,0
131580,6469,92,0,0.23,1,24,1
57823,20622,12,7,0.86,8,0,0
58947,14946,80,0,0.28,0,22,1
68890,32529,42,9,0.57,4,8,0
75425,15551,72,1,0.24,0,19,1
97861,17530,91,0,0.32,2,13,1
56265,17850,92,0,0.24,0,8,1
73386,11209,89,0,0.25,2,14,1
52775,14193,89,0,0.14,2,9,1
35245,40936,58,6,0.67,6,4,0
88871,13197,77,0,0.39,0,19,1
47981,29026,6,7,0.77,4,3,0
45965,33384,0,9,0.71,5,3,0
31826,32472,8,4,0.55,6,7,0
48797,21449,24,5,0.83,4,0,0
33886,35307,24,6,0.77,6,8,0
27399,40117,38,4,0.84,4,5,0
139299,8280,81,1,0.31,0,14,1
68791,36119,59,4,0.55,5,7,0
139709,6374,92,1,0.17,0,20,1
64772,45554,24,7,0.89,8,8,0
110624,7016,90,1,0.39,0,19,1
28851,38126,52,7,0.95,5,2,0
137908,17117,97,0,0.35,2,12,1
52596,24751,59,6,0.73,5,4,0
48351,33680,42,5,0.6,5,7,0
44762,15784,52,6,0.91,8,0,0
100762,2725,94,1,0.33,0,23,1
89178,1053,85,1,0.28,0,12,1
49674,17058,5,6,0.62,4,9,0
62178,15490,70,0,0.22,1,12,1
30985,43287,39,8,0.72,4,0,0
68884,21050,48,5,0.85,4,9,0
64210,17456,77,0,0.17,0,11,1
86468,11655,95,1,0.36,1,13,1
24018,20192,31,5,0.78,6,5,0
20840,28873,16,9,0.57,9,5,0
67618,7587,76,0,0.36,1,20,1
85233,17304,91,0,0.34,1,22,1
72606,11150,79,1,0.22,0,11,1
100617,8366,82,0,0.16,1,5,1
138835,9326,98,0,0.25,2,5,1
119463,7296,82,0,0.16,2,9,1
135501,13229,98,1,0.12,2,23,1
53039,20295,44,6,0.86,4,5,0
45964,37891,10,6,0.91,9,4,0
124599,1834,92,0,0.3,2,18,1
52963,43440,9,5,0.83,5,3,0
144977,16051,91,1,0.13,0,6,1
59197,33015,55,7,0.53,8,0,0
52889,10569,95,1,0.37,2,14,1
51824,26525,24,5,0.79,5,9,0
41209,31800,30,9,0.83,5,4,0
103472,5677,74,0,0.39,1,18,1
23201,39346,6,6,0.65,8,0,0
64839,40538,26,4,0.64,9,1,0
41378,37820,36,5,0.91,7,6,0
40593,24470,17,3,0.75,9,8,0
140396,14971,94,1,0.2,1,20,1
134607,16641,86,0,0.13,1,21,1
74503,3779,94,1,0.35,1,14,1
68621,47926,59,7,0.7,8,8,0
135132,19793,77,1,0.32,2,5,1
55741,14281,92,1,0.26,2,9,1
145742,13707,84,0,0.35,2,22,1
77304,4535,96,0,0.29,0,11,1
108759,12785,78,0,0.19,2,16,1
57888,42195,57,6,0.79,7,2,0
120434,19562,79,1,0.36,2,20,1
116914,2519,87,1,0.21,0,11,1
99597,7364,80,0,0.4,1,10,1
52204,2102,97,0,0.3,1,12,1
85321,2779,72,1,0.34,1,18,1
35611,34199,42,3,0.57,8,3,0
106683,9662,73,0,0.38,2,12,1
64427,47021,16,9,0.66,8,5,0
32638,15179,33,3,0.82,9,4,0
114386,14865,71,1,0.31,1,21,1
29524,26698,11,5,0.5,5,6,0
102638,10588,91,1,0.22,2,15,1
136807,1545,90,0,0.25,0,20,1
70058,13972,89,0,0.27,2,22,1
60683,5060,82,0,0.19,0,14,1
69738,11703,86,0,0.24,0,16,1
55606,4956,81,1,0.14,2,15,1
31284,36737,9,9,0.88,7,9,0
20319,39469,14,5,0.61,4,9,0
63593,47430,41,9,0.63,6,4,0
78756,7040,78,0,0.21,2,15,1
55877,33570,2,9,0.52,4,0,0
79475,8448,92,1,0.17,0,7,1
144223,14737,81,1,0.23,2,14,1
55105,3839,94,1,0.33,1,18,1
139874,13748,79,0,0.34,2,24,1
50924,19554,84,0,0.16,0,19,1
90785,19681,80,0,0.2,1,5,1
100225,6184,72,1,0.33,1,18,1
27257,30909,18,5,0.85,9,3,0
109274,8637,79,0,0.33,1,22,1
145107,8787,95,0,0.11,0,20,1
23216,37072,18,3,0.91,9,5,0
65534,4552,88,0,0.31,2,14,1
28078,41118,13,4,0.52,6,4,0
115618,2920,79,1,0.32,1,14,1
64971,21189,7,9,0.69,7,8,0
89725,10196,73,1,0.26,2,23,1
61000,36392,1,9,0.74,5,3,0
129414,7992,77,0,0.28,0,24,1
139765,15232,83,0,0.38,0,22,1
54835,7042,91,0,0.26,0,24,1
139389,15758,90,0,0.31,0,15,1
53529,27511,51,6,0.68,5,3,0
22722,20355,53,9,0.64,9,5,0
143269,9535,84,1,0.13,2,14,1
62866,2088,73,0,0.29,2,9,1
97299,19376,73,0,0.13,0,22,1
108560,18264,76,1,0.16,0,21,1
143922,12695,74,1,0.35,2,7,1
63704,3123,92,1,0.31,0,13,1
127454,14849,84,1,0.31,2,21,1
134471,15309,88,1,0.38,2,15,1
118593,5428,88,1,0.28,1,8,1
111267,16586,85,1,0.38,0,22,1
66692,9627,86,0,0.36,1,8,1
127236,4741,76,0,0.1,1,18,1
58165,26528,8,3,0.82,7,8,0
62161,15947,25,4,0.66,4,3,0
73705,2828,75,0,0.1,2,14,1
78625,16504,95,1,0.36,0,16,1
105661,6906,78,1,0.32,2,20,1
69725,35598,20,7,0.69,5,9,0
75279,11595,75,1,0.12,2,11,1
89194,12599,75,1,0.15,1,7,1
57809,26292,38,5,0.72,4,7,0
67548,16078,81,0,0.35,0,6,1
100654,7130,97,0,0.13,2,6,1
59159,45276,55,5,0.9,9,6,0
86413,13816,80,0,0.3,2,19,1
74845,6131,72,0,0.33,1,14,1
97965,10969,71,1,0.16,1,20,1
82441,9662,95,0,0.22,2,14,1
51481,15944,41,5,0.55,4,5,0
79375,10662,74,1,0.32,2,16,1
68386,19179,27,9,0.7,5,7,0
117563,3695,93,0,0.34,0,12,1
125403,4981,91,0,0.14,2,12,1
144952,17935,72,0,0.23,1,17,1
79689,16883,75,0,0.38,1,20,1
142197,6891,97,0,0.22,0,11,1
96828,16156,76,1,0.37,1,18,1
108829,15719,81,0,0.25,2,15,1
90042,18208,95,0,0.16,2,10,1
70855,19211,90,1,0.38,1,19,1
138442,2850,99,0,0.25,1,20,1
144341,15318,74,0,0.11,1,17,1
78179,3494,75,1,0.16,1,6,1
63147,23744,37,4,0.69,9,5,0
123648,9467,89,0,0.17,0,5,1
28776,30021,39,8,0.65,5,3,0
139152,5806,84,0,0.21,0,5,1
38706,39563,50,8,0.75,9,6,0
79553,5497,83,1,0.19,0,16,1
67438,2764,85,1,0.37,0,17,1
40446,33740,34,4,0.9,4,5,0
38617,42115,0,5,0.73,6,8,0
66724,4828,86,1,0.25,2,13,1
54678,37266,15,3,0.63,7,5,0
78992,14746,97,1,0.15,2,6,1
61435,24481,8,7,0.84,9,6,0
76017,12171,75,0,0.18,2,16,1
51996,12619,91,1,0.2,2,23,1
62182,17774,83,0,0.31,0,23,1
103173,5662,88,1,0.28,2,13,1
62464,37923,30,8,0.54,6,0,0
141456,4303,79,1,0.12,2,15,1
131912,7588,78,0,0.15,2,14,1
62453,19814,93,0,0.18,1,6,1
23574,32790,25,9,0.72,7,9,0
20567,17179,35,3,0.51,9,3,0
51457,17243,55,8,0.67,8,6,0
99990,4815,98,1,0.26,1,18,1
62602,10256,78,0,0.11,0,6,1
35704,44902,25,9,0.8,9,7,0
99156,12673,99,1,0.17,0,7,1
137227,12022,74,0,0.29,1,24,1
48952,25055,4,7,0.64,6,6,0
55892,16753,27,7,0.9,7,1,0
61509,40218,37,9,0.91,7,6,0
100341,5095,91,1,0.13,0,12,1
90998,7640,73,0,0.3,0,22,1
52911,2734,89,0,0.31,2,22,1
118207,7519,96,0,0.18,2,15,1
131253,8355,71,1,0.31,2,6,1
42391,19611,28,3,0.91,5,5,0
55434,40039,18,3,0.9,9,0,0
31025,35890,27,4,0.83,8,9,0
102300,12340,95,1,0.33,1,17,1
105771,14116,78,0,0.32,0,21,1
63806,15792,79,1,0.2,2,22,1
123755,19369,94,1,0.1,1,15,1
113811,19545,70,1,0.36,2,14,1
64855,4401,83,0,0.15,2,10,1
145632,8263,73,0,0.22,0,23,1
128797,4093,80,0,0.36,1,16,1
88044,19446,82,0,0.1,0,5,1
144018,12543,97,1,0.13,1,10,1
131486,13502,83,0,0.23,1,24,1
80254,19509,97,0,0.32,1,20,1
82624,11635,82,1,0.31,2,5,1
54757,11395,87,0,0.25,0,24,1
129079,13615,96,1,0.32,2,15,1
104268,13383,73,1,0.14,2,17,1
65810,6126,95,0,0.39,0,21,1
33526,26278,58,5,0.65,4,2,0
61936,32118,36,7,0.8,6,3,0
82317,10244,98,1,0.32,2,10,1
42394,48021,6,9,0.78,8,4,0
74704,6968,71,0,0.36,0,20,1
75496,14322,99,1,0.18,0,18,1
52244,15296,41,7,0.82,8,2,0
61147,16214,4,9,0.69,5,9,0
135744,10171,89,0,0.11,2,21,1
31584,20965,8,8,0.94,5,8,0
50917,11066,70,1,0.34,0,19,1
56464,17562,70,0,0.32,2,12,1
137410,14081,98,0,0.35,2,8,1
33142,27204,49,5,0.84,5,4,0
120456,6471,94,1,0.14,0,8,1
115149,15119,77,1,0.1,2,12,1
51285,38039,25,3,0.92,7,4,0
33782,15051,8,7,0.81,7,6,0
78454,3368,86,0,0.17,0,23,1
148707,14180,75,0,0.11,0,5,1
134526,12411,88,0,0.26,1,7,1
37810,24884,1,6,0.58,5,7,0
136436,14840,76,1,0.2,2,13,1
75901,10175,94,1,0.26,0,15,1
91688,19427,75,0,0.11,1,23,1
117214,2059,82,1,0.28,2,6,1
100986,2564,74,0,0.1,2,14,1
128279,10324,81,0,0.19,0,11,1
108047,3544,88,0,0.23,0,24,1
83397,17653,85,1,0.23,1,13,1
133053,2301,72,1,0.19,0,16,1
144533,10186,93,0,0.26,0,8,1
100288,10518,80,0,0.38,0,5,1
83654,14721,84,1,0.18,0,5,1
32779,46075,41,7,0.61,7,3,0
66888,23118,4,5,0.88,4,1,0
107009,16422,74,1,0.22,0,7,1
120423,4854,80,0,0.39,0,6,1
97013,16754,70,1,0.21,2,6,1
35926,49248,55,9,0.79,6,7,0
125703,11554,82,1,0.28,0,10,1
56621,49269,52,9,0.64,6,5,0
123762,12781,81,0,0.36,0,23,1
80766,5958,82,1,0.39,2,6,1
85645,5083,79,1,0.27,1,16,1
133460,14807,82,0,0.36,0,11,1
66612,24386,51,5,0.58,7,9,0
84594,12421,93,1,0.36,1,7,1
64706,6463,75,0,0.14,0,10,1
69539,12777,98,1,0.35,1,12,1
69262,5432,95,1,0.34,0,7,1
22329,17770,57,9,0.63,5,9,0
124160,15394,78,1,0.25,1,21,1
46483,37159,9,7,0.72,6,5,0
101024,19408,71,0,0.33,1,24,1
126000,16864,78,0,0.28,0,23,1
132606,17740,86,1,0.26,0,12,1
126382,8933,74,1,0.3,0,14,1
46623,37104,0,3,0.79,5,9,0
130703,9677,90,1,0.37,2,24,1
